Date,Title,Price (USD),Neighbourhood,City,Building Area (sqm),Land Area (sqm),Bedrooms,Bathrooms
2025-09-06 00:09:28,Eastlea - House,350000,Eastlea,harare east,,1837,4,2
2025-09-06 00:09:28,Tiger's Kloof - House,490000,Tiger's Kloof,mutare,,18617,3,3
2025-09-06 00:09:28,Mt Pleasant Heights - House,435000,Mt Pleasant Heights,harare west,,3300,5,3
2025-09-06 00:09:28,New Tafara - House,35000,New Tafara,harare high density,,150,3,1
2025-09-06 00:09:28,Sunridge - House,140000,Sunridge,harare west,,1046,3,1
2025-09-06 00:09:28,Haig Park - House,149000,Haig Park,harare west,,1071,3,1
2025-09-06 00:09:28,Arcadia - House,90000,Arcadia,harare south,,678,4,2
2025-09-06 00:09:28,Sunway City - House,85000,Sunway City,harare east,,2100,3,2
2025-09-06 00:09:28,Mount Pleasant - House,480000,Mount Pleasant,harare north,,4200,3,2
2025-09-06 00:09:28,Hatfield - House,150000,Hatfield,harare south,,4280,4,2
2025-09-06 00:09:28,Emerald Hill - House,530000,Emerald Hill,harare west,,5336,3,2
2025-09-06 00:09:28,Borrowdale - Townhouse Complex,185000,Borrowdale,harare north,,,2,2
2025-09-06 00:09:28,Norton - House,70000,Norton,norton,,1660,3,
2025-09-06 00:09:28,Mainway Meadows - Townhouse Complex,95000,Mainway Meadows,harare south,,300,3,2
2025-09-06 00:09:28,Glen Lorne - House,400000,Glen Lorne,harare north,,2000,3,3
2025-09-06 00:09:28,Mufakose - House,22000,Mufakose,harare high density,,223,2,1
2025-09-06 00:09:28,Mount Pleasant - House,850000,Mount Pleasant,harare north,,6155,5,3
2025-09-06 00:09:28,Twinlakes - House,250000,Twinlakes,norton,,4097,4,3
2025-09-06 00:09:28,Chisipite - House,480000,Chisipite,harare north,,1000,3,2
2025-09-06 00:09:28,Famona - House,195000,Famona,bulawayo south,,1300,3,1
2025-09-06 00:09:28,Northend - Townhouse Complex,105000,Northend,bulawayo north,,,3,2
2025-09-06 00:09:28,Cowdray Park - House,23000,Cowdray Park,bulawayo high density,,300,3,1
2025-09-06 00:09:28,Carrick Creagh - House,400000,Carrick Creagh,harare north,,4000,6,8
2025-09-06 00:09:28,Matsheumhlope - House,310000,Matsheumhlope,bulawayo east,,4097,4,3
2025-09-06 00:09:28,Glen Lorne - House,380000,Glen Lorne,harare north,,3000,5,
2025-09-06 00:09:28,Arlington - Townhouse Complex,186000,Arlington,harare south,,500,3,1
2025-09-06 00:09:28,Mount Pleasant - House,1500000,Mount Pleasant,harare north,,4051,6,6
2025-09-06 00:09:28,Chisipite - House,997000,Chisipite,harare north,,11331,3,2
2025-09-06 00:09:28,Ruwa - Townhouse Complex,180000,Ruwa,ruwa,,2288,18,6
2025-09-06 00:09:28,Helensvale - Townhouse Complex,350000,Helensvale,harare north,,500,4,4
2025-09-06 00:09:28,Ballantyne Park - House,1400000,Ballantyne Park,harare north,,9500,5,4
2025-09-06 00:09:28,Milton Park - House,595000,Milton Park,harare west,,2961,5,3
2025-09-06 00:09:28,Killarney - House,110000,Killarney,bulawayo east,,4046,3,2
2025-09-06 00:09:28,Kensington - House,140000,Kensington,bulawayo east,,26600,3,2
2025-09-06 00:09:28,Mandara - House,300000,Mandara,harare east,,2200,4,2
2025-09-06 00:09:28,Waterfalls - House,220000,Waterfalls,harare south,,4090,4,3
2025-09-06 00:09:28,Suburbs - House,450000,Suburbs,bulawayo east,,2974,6,5
2025-09-06 00:09:28,New Marlborough - House,100000,New Marlborough,harare west,,504,5,1
2025-09-06 00:09:28,Murambi - House,320000,Murambi,mutare,,4689,4,2
2025-09-06 00:09:28,Zimre Park - House,110000,Zimre Park,harare east,,540,3,2
2025-09-06 00:09:28,Greendale - House,360000,Greendale,harare east,,3711,4,1
2025-09-06 00:09:28,Macheke - House,33000,Macheke,macheke,,1100,3,2
2025-09-06 00:09:28,Ilanda - House,115000,Ilanda,bulawayo east,,1,3,2
2025-09-06 00:09:28,Borrowdale - House,1350000,Borrowdale,harare north,,4032,4,5
2025-09-06 00:09:28,Four Winds - Townhouse Complex,154000,Four Winds,bulawayo south,,13400,3,2
2025-09-06 00:09:28,Tiger's Kloof - House,180000,Tiger's Kloof,mutare,,1511,3,2
2025-09-06 00:09:28,Milibizi - House,85000,Milibizi,kariba,,,3,3
2025-09-06 00:09:28,Hillside - House,255000,Hillside,bulawayo south,,3985,4,2
2025-09-06 00:09:28,Famona - House,125000,Famona,bulawayo south,,1821,3,1
2025-09-06 00:09:28,Sunway City - House,265000,Sunway City,harare east,,2200,8,3
2025-09-06 00:09:28,Glaudina - House,95000,Glaudina,harare west,,400,3,2
2025-09-06 00:09:28,Avondale West - House,255000,Avondale West,harare west,,2000,4,3
2025-09-06 00:09:28,Philadelphia - House,1850000,Philadelphia,harare north,,32374,11,8
2025-09-06 00:09:28,Manresa - House,125000,Manresa,harare east,,800,4,2
2025-09-06 00:09:28,Fortunes Gate - House,250000,Fortunes Gate,bulawayo east,,28328,6,2
2025-09-06 00:09:28,Chisipite - House,550000,Chisipite,harare north,,4047,4,3
2025-09-06 00:09:28,Waterfalls - Townhouse Complex,130000,Waterfalls,harare south,,1000,3,2
2025-09-06 00:09:28,Burnside - House,145000,Burnside,bulawayo east,,4000,2,1
2025-09-06 00:09:28,Braeside - House,170000,Braeside,harare south,,950,4,2
2025-09-06 00:09:28,Mount Pleasant Heights - House,250000,Mount Pleasant Heights,harare north,,2100,4,2
2025-09-06 00:09:28,Madokero - House,140000,Madokero,harare west,,490,3,2
2025-09-06 00:09:28,Bluff Hill - House,195000,Bluff Hill,harare west,,3024,6,3
2025-09-06 00:09:28,Arlington - Townhouse Complex,190000,Arlington,harare south,,647,3,2
2025-09-06 00:09:28,Buena Vista - Townhouse Complex,120000,Buena Vista,bulawayo east,,300,4,3
2025-09-06 00:09:28,Kambanji - House,1100000,Kambanji,harare north,,4003,4,4
2025-09-06 00:09:28,Ruwa - House,40000,Ruwa,ruwa,,240,2,2
2025-09-06 00:09:28,Amby - House,150000,Amby,harare east,,1000,3,1
2025-09-06 00:09:28,Borrowdale Brooke - House,1950000,Borrowdale Brooke,harare north,,5063,5,4
2025-09-06 00:09:28,Matsheumhlope - House,300000,Matsheumhlope,bulawayo east,,4046,7,7
2025-09-06 00:09:28,Victoria Falls - Townhouse Complex,550000,Victoria Falls,victoria falls,,2366,4,4
2025-09-06 00:09:28,Glen Lorne - House,650000,Glen Lorne,harare north,,4367,4,4
2025-09-06 00:09:28,Famona - House,180000,Famona,bulawayo south,,1131,4,3
2025-09-06 00:09:28,Southlea Park - Cottage,32000,Southlea Park,harare south,,1000,3,2
2025-09-06 00:09:28,Mount Pleasant - House,320000,Mount Pleasant,harare north,,2000,3,1
2025-09-06 00:09:28,Suburbs - House,160000,Suburbs,bulawayo east,,1488,4,2
2025-09-06 00:41:02,Developer's Dream,190000,Belvedere, Harare West,180,,3,1
2025-09-06 00:41:02,2 Bedroom Flat In Prime Avondale Location,95000,Avondale, Harare North,120,,2,1
2025-09-06 00:41:02,"Charming 3-Bedroom Family Home in Mabvazuva, Ruwa for Sale!",105000,Mabvazuva, Ruwa,,,3,
2025-09-06 00:41:02,The Strand office land in Borrowdale.,875000,Borrowdale, Harare North,,,,
2025-09-06 00:41:02,Stands for Sale,60000,Tynwald, Harare West,,,,
2025-09-06 00:41:02,Finish It To Your Taste....,180000,Rockview, Harare East,1000,,6,3
2025-09-06 00:41:02,Westgate- $270000,270000,Westgate, Harare West,,,5,4
2025-09-06 00:41:02,Ready to Build Stand with an Incomplete Cottage,90000,Gletwin Park, Harare North,,,,
2025-09-06 00:41:02,Ideal for investment.,225000,Marlborough, Harare West,180,,3,3
2025-09-06 00:41:02,4 Bedroomed house For Sale In Greendale,330000,Greendale, Harare East,,,4,
2025-09-06 00:41:02,Peaceful Oasis For Sale,880000,Belgravia, Harare North,,,4,3
2025-09-06 00:41:02,Waterfalls Zindoga Commercial Property For Sale,300000,Waterfalls, Harare South,240,,,
2025-09-06 00:41:02,Arcturus 7.9 hectare plot for sale,450000,Arcturus,,,,,
2025-09-06 00:41:02,Flat For Sale,70000,Avenues, Harare CBD,50,,2,
2025-09-06 00:41:02,Avondale Office Space for sale,1300000,Avondale, Harare North,,,,
2025-09-06 00:41:02,Prime Location in the heart of Colne Valley!,660000,Colne Valley, Harare North,,,6,4
2025-09-06 00:41:02,Let's go farming,600000,Cromlet, Arcturus,,,,
2025-09-06 00:41:02,Investment opportunity,35000,Chitungwiza,,180,,4,2
2025-09-06 00:41:02,Dont Miss Out On This Fantastic Opportunity,265000,Hatfield, Harare South,500,,4,2
2025-09-06 00:41:02,Dream Home In Stunning Location,295000,Mount Pleasant, Harare North,208,,4,4
2025-09-06 00:41:02,Stunning 7 Bed Mansion In Serene Environment,1800000,Carrick Creagh, Harare North,2100,,7,9
2025-09-06 00:41:02,Mlibizi Holiday Retreat,85000,Milibizi, Kariba,450,,3,3
2025-09-06 00:41:04,Well Positioned Eastlea Property,320000,Eastlea, Harare East,140,,3,1
2025-09-06 00:41:04,**Prime Land for Sale in Zimre Park: Your Dream Awaits!**,,Zimre Park, Harare East,,,,
2025-09-06 00:41:04,Avondale West $340000,340000,Avondale West, Harare West,300,,8,6
2025-09-06 00:41:04,Impeccably finished 4 bed duplex flats in a complex,200000,Avondale West, Harare West,225,,4,4
2025-09-06 00:41:04,"**Prime 52,000 m² Stand in Sandton Park, Harare West for Sale!**",3500000,Sandton Park, Harare West,,,,
2025-09-06 00:41:04,Quick Sale ..,50000,Rockview, Harare East,,,,
2025-09-06 00:41:04,A family home for sale in Masasa Park,78000,Msasa, Harare East,,,3,1
2025-09-06 00:41:04,Luxurious  homes,260000,Borrowdale West, Harare North,157,,3,
2025-09-06 00:41:04,Negotiations makes it yours,100000,Bloomingdale, Harare West,200,,3,2
2025-09-06 00:41:04,Versatile Property with Visibility from Seke Road,160000,Hatfield, Harare South,150,,3,2
2025-09-06 00:41:04,Marlborough Land: Your Investment Opportunity for Sale,650000,Marlborough, Harare West,,,,
2025-09-06 00:41:04,Nyanga Holiday Home For Sale,800000,Nyanga,,53000,,,
2025-09-06 00:41:04,Spacious Family Home On Productive 6.41-Acre Plot,130000,Kensington, Bulawayo East,300,,6,2
2025-09-06 00:41:04,Premier Business Space In Strategic Position,690000,Belmont, Bulawayo CBD,,,,
2025-09-06 00:41:04,Prime Hilltop Residential Stand,150000,Glen Lorne, Harare North,,,,
2025-09-06 00:41:04,Macheke Abattoir For Sale,,Macheke,,1000,,,
2025-09-06 00:41:04,Chitungwiza (Waterland) Land For Sale,1500000,Chitungwiza,,,,,
2025-09-06 00:41:04,Agro-Residential Plots For Sale In Inyanga,200000,Nyanga,,,,,
2025-09-06 00:41:04,"3BR Family House with Premium Amenities in Zengeza 5, Chitungwiza",38000,Zengeza, Chitungwiza,150,,3,2
2025-09-06 00:41:04,Residential Stands For Sale,15000,Charlotte Brooke, Harare North,,,,
2025-09-06 00:41:04,Prime Investment Property in Old Alex Park!,410000,Alexandra Park, Harare North,250,,4,2
2025-09-06 00:41:04,Kariba Lodge,1250000,Kariba,,4015,,,
2025-09-06 00:41:07,"MODERN TOWNHOUSES, Great Investment",380000,Newlands, Harare North,240,,3,2
2025-09-06 00:41:07,Own Your Home In Chisipite,550000,Chisipite, Harare North,250,,4,3
2025-09-06 00:41:07,A Modern Borrowdale Brooke House For Sale,1950000,Borrowdale Brooke, Harare North,400,,5,4
2025-09-06 00:41:07,Exquisite 7-Bedroom Mansion with Borehole in Borrowdale Brooke,800000,Borrowdale Brooke, Harare North,500,,7,7
2025-09-06 00:41:07,"Stunning Duplex Property for Sale in Granite Park, Bulawayo!",315000,Hillside, Bulawayo South,400,,6,4
2025-09-06 00:41:07,Carrick Creagh mansion for sale,650000,Carrick Creagh, Harare North,700,,5,4
2025-09-06 00:41:07,Banket Presents A Unique Investment Opportunity On 8.2 Ha²,600000,Banket,,,,,
2025-09-06 00:41:07,Superb Opportunity in Falcon Estate,130000,Madokero, Harare West,,,4,2
2025-09-06 00:41:07,Residential house for sale,850000,Borrowdale, Harare North,300,,5,5
2025-09-06 00:41:07,Arlington Estate House For Sale,425000,Arlington, Harare South,2012,,6,5
2025-09-06 00:41:07,One Hectare with Development Permit and Borehole,700000,Greystone Park, Harare North,,,,
2025-09-06 00:41:07,4-Bedroom Home in Queensdale,190000,Queensdale, Harare South,250,,4,2
2025-09-06 00:41:07,Commercial land for sale in Greendale Msasa,600000,Greendale, Harare East,6000,,,
2025-09-06 00:41:07,"Test Listing, please ignore!!",100000,Amby, Harare East,250,,3,2
2025-09-06 00:41:07,Borrowdale Stand Along Crowhill Road 7200sqm,290000,Borrowdale Brooke, Harare North,,,,
2025-09-06 00:41:07,House for house,35000,Manyame Park, Chitungwiza,150,,3,2
2025-09-06 00:41:07,House For Sale,28000,Kuwadzana, Harare High Density,40,,1,1
2025-09-06 00:41:07,Residential stand for sale,120000,Belvedere, Harare West,,,,
2025-09-06 00:41:07,Absolute Bargain,60000,Kadoma,,,,,
2025-09-06 00:41:07,Granary stands for sale,18000,Granary Park, Harare High Density,,,,
2025-09-06 00:41:07,Granitiside beautiful apartment for sale,60000,Graniteside, Harare South,500,,3,1
2025-09-06 00:41:07,Commercial Property for sale in Bulawayo CBD,1600000,Bulawayo City Centre, Bulawayo CBD,800,,,
2025-09-06 00:41:10,House For Sale,,Glen Lorne, Harare North,500,,4,
2025-09-06 00:41:10,Southlea Park House,29000,Southlea Park, Harare South,120,,5,2
2025-09-06 00:41:10,"Prime 7211sqm Stand in Crowhill – Road Frontage, Water Access & Gentle Slope",320000,Crowhill Views, Harare North,,,,
2025-09-06 00:41:10,Eastlea Along Samora Machel Tranquil Home For Sale,690000,Eastlea, Harare East,800,,4,3
2025-09-06 00:41:10,Superb Opportunity,300000,Gletwin Park, Harare North,,,4,3
2025-09-06 00:41:10,Rydale ridge house for sale,65000,Rydale Ridge Park, Harare West,290,,4,2
2025-09-06 00:41:10,Subdivision Land with All Paperwork,160000,Mandara, Harare East,,,,
2025-09-06 00:41:10,A premium investment opportunity (A complex consists of 17 units.),110000,Hillside, Bulawayo South,200,,3,2
2025-09-06 00:41:10,Expansive Ruwa Rockview Retreat  Ideal for Family Living or Investment!,150000,Rockview, Harare East,1739,,6,1
2025-09-06 00:41:10,**Spacious 2000m² Stand in Gletwin Park with Main Road Access**,124000,Gletwin Park, Harare North,,,,
2025-09-06 00:41:10,A Gem In The Heart Of Chisipite!,800000,Chisipite, Harare North,200,,5,
2025-09-06 00:41:10,Reduced to Go- located along Suffolk Road,220000,Avondale West, Harare West,260,,3,2
2025-09-06 00:41:10,Finish To Taste Incomplete Property In Kutandara,105000,Tynwald, Harare West,172,,3,2
2025-09-06 00:41:10,Neat 2-Bedroom Flat for Sale on Marlborough Drive.,95000,Marlborough, Harare West,250,,2,1
2025-09-06 00:41:10,PRICED TO GO! Commercial Property For Sale In CBD,390000,Avenues, Harare CBD,250,,,
2025-09-06 00:41:10,A property in a Prime Location,210000,Suburbs, Bulawayo East,1,,4,1
2025-09-06 00:41:10,Neat Family House For Sale,120000,Mainway Meadows, Harare South,300,,3,2
2025-09-06 00:41:10,"Hilside remodelled, prime area",240000,Hillside, Bulawayo South,1,,4,3
2025-09-06 00:41:10,Discover Your Ideal Family Home in Gunhill,,Gunhill, Harare North,,,6,4
2025-09-06 00:41:10,A choice of Residential stands for sale in Mary Park Estate,66000,Knowe, Norton,,,,
2025-09-06 00:41:10,Vainona Gem/Campbell Place: Spacious 3-Beds Home in Harare,230000,Vainona, Harare North,200,,3,2
2025-09-06 00:41:10,Your Dream Home Awaits In Mabvazuva,85000,Mabvazuva, Ruwa,200,,4,3
2025-09-06 00:41:11,Agri Residential/ Commercial Property For Sale,1250000,Ruwa,,,,,
2025-09-06 00:41:11,Famona Family Oasis With A Modern Cottage,155000,Famona, Bulawayo South,1,,3,2
2025-09-06 00:41:11,Agri-Residential Plot along Gardiner Road,450000,Arcturus,,,,,
2025-09-06 00:41:11,Modern Family Home In Greendale North,380000,Greendale North, Harare North,1,,4,3
2025-09-06 00:41:11,"Perfect Agricultural , Industrial or Development opportunity",850000,Ruwa,,,,,
2025-09-06 00:41:11,Stylish Family Home in Colne Valley!,720000,Colne Valley, Harare North,700,,5,3
2025-09-06 00:41:11,Massive investment in a mature in the heart of sought-after industrial area,2500000,Bulawayo City Centre, Bulawayo CBD,110000,,,
2025-09-06 00:41:11,Location is everything - nearly the entire block in the CBD for sale,2500000,Bulawayo City Centre, Bulawayo CBD,4500,,,
2025-09-06 00:41:11,Shawasha Hills,370000,Shawasha Hills, Harare North,,,,
2025-09-06 00:41:11,Arlington,17818,Arlington, Harare South,490,,4,3
2025-09-06 00:41:11,"Prime 124,000 m² Land in The Grange, Harare North",2000000,The Grange, Harare North,,,,
2025-09-06 00:41:11,Elegant 3-Bedroom Townhouse in Prime Borrowdale,260000,Borrowdale West, Harare North,160,,3,2
2025-09-06 00:41:11,Lets go farming!!!!!,110000,Chegutu,,,,,
2025-09-06 00:41:11,Pomona City Stands,92950,Pomona, Harare North,,,,
2025-09-06 00:41:11,A house at a spacious yard for sale in Greendale,260000,Greendale, Harare East,,,4,2
2025-09-06 00:41:11,"Views, Vibes &Value. Burnside!",130000,Burnside, Bulawayo East,,,3,1
2025-09-06 00:41:11,Versatile Industrial Property For Sale Willowvale,700000,Willowvale, Harare South,,,,
2025-09-06 00:41:11,"Prime Commercial Property for Sale – Simon Mazorodze Road Frontage, Harare",795000,Waterfalls, Harare South,400,,,
2025-09-06 00:41:11,Investors Delight!!,65000,Manresa, Harare East,,,,
2025-09-06 00:41:11,Residential Stand For Sale in Pomona,75000,Pomona, Harare North,,,,
2025-09-06 00:41:11,NEW ON THE MARKET-6 Bedroomed with lots of potential,195000,Bluff Hill, Harare West,600,,6,3
2025-09-06 00:41:11,Elegant Double Storey Home,950000,Ryelands, Harare North,600,,5,4
2025-09-06 00:41:13,A Delightful and Comfortable Family Home! (On Show),650000,Borrowdale, Harare North,300,,4,2
2025-09-06 00:41:13,Shop Space For Sale In Norton (Twinlakes),33000,Twinlakes, Norton,40,,,
2025-09-06 00:41:13,Mufakose Commercial Property,155000,Mufakose, Harare High Density,389,,,
2025-09-06 00:41:13,**Prime 7000 m² Commercial Land in Chitungwiza don’t Miss Out!**,75000,Chitungwiza,,,,,
2025-09-06 00:41:13,"Expansive 17,000m² Plot Land in Glen Forest, Harare North",170000,Glen Forest, Harare North,,,,
2025-09-06 00:41:13,Stunning 3-Bedroom Townhouse in Vainona with Borehole!,250000,Vainona, Harare North,139,,3,2
2025-09-06 00:41:13,Great investment opportunity!!!,480000,Umwinsidale, Harare North,,,,
2025-09-06 00:41:13,Commercial property for sale,600000,Southerton, Harare South,1243,,,
2025-09-06 00:41:13,"**Spacious 4-Bedroom Family Home in Serene Belvedere, Harare**",310000,Belvedere, Harare West,310,,4,2
2025-09-06 00:41:13,Elevated Elegance,320000,Burnside, Bulawayo East,,,4,4
2025-09-06 00:41:13,"13 Hectare Residential Land for Sale in Glaudina, Harare West",1500000,Glaudina, Harare West,,,,
2025-09-06 00:41:13,Neat 3 Bedroom Townhouse in Newlands!,280000,Newlands, Harare North,,,3,2
2025-09-06 00:41:13,AMTON PLACE- Only 1 Unit Available!,345000,Northwood, Harare North,540,,4,3
2025-09-06 00:41:13,New Cluster development,425000,Highlands, Harare North,250,,4,3
2025-09-06 00:41:13,Neat and cozy,55000,Glaudina, Harare West,180,,3,2
2025-09-06 00:41:13,"1300 m² Land for Sale in Norton, Mashonaland West",25000,Norton,,,,,
2025-09-06 00:41:13,Industrial Powerhouse in Ruwa!,280000,Ruwa,,700,,,
2025-09-06 00:41:13,Great Investment Opportunity,250000,Goodhope, Harare West,600,,12,6
2025-09-06 00:41:13,"Residential Land for Sale in Pomona, Nyeredzi Ridge  Harare -",50000,Pomona, Harare North,,,,
2025-09-06 00:41:13,House For Sale In Chisipite,550000,Chisipite, Harare North,250,,4,3
2025-09-06 00:41:13,Spacious 4-Bedroom Family Home for sale  in Belvedere,210000,Belvedere, Harare West,400,,4,2
2025-09-06 00:41:13,Luxury Meets Serenity in This Stunning Home in Mt Pleasant Broadlands,385000,Mount Pleasant, Harare North,2000,,4,1
2025-09-06 00:41:14,Exceptional Home On The Hill With Stunning Views,635000,Glen Lorne, Harare North,,,4,4
2025-09-06 00:41:14,2 Bedroom Flat in Upper Avenues,120000,Avenues, Harare CBD,250,,2,1
2025-09-06 00:41:14,Residential stand for sale,95000,Carrick Creagh, Harare North,,,,
2025-09-06 00:41:14,Norton Knowe Stands For Sale $22/sqm,48,Knowe, Norton,,,,
2025-09-06 00:41:14,Avondale Townhouse In Good Complex with Mature Garden,245000,Avondale, Harare North,600,,3,1
2025-09-06 00:41:14,Mabvazuva Beautiful Stand,35000,Mabvazuva, Ruwa,,,,
2025-09-06 00:41:14,Borrowdale Pomona 3 Beds Clusters for Sale,230000,Borrowdale West, Harare North,125,,3,2
2025-09-06 00:41:14,Stunning Retreat Home,530000,Victoria Falls,,,,4,3
2025-09-06 00:41:14,Incomplete house,70000,Kadoma,,,,,
2025-09-06 00:41:14,Chitungwiza,20000,Chitungwiza,,,,4,1
2025-09-06 00:41:14,Finish To Your Own Taste' The 4 Bedroomed House In Haydon Park,140000,Haydon Park, Harare West,850,,4,2
2025-09-06 00:41:14,3-Bed House For Sale In Westgate,160000,Westgate, Harare West,600,,3,2
2025-09-06 00:41:14,Stylish 2 Bedroom Garden Apartment in Prime Kensington,170000,Kensington, Harare West,150,,2,2
2025-09-06 00:41:14,"Prime Residential Stand for Sale – Luna Road, Borrowdale",250000,Borrowdale Brooke, Harare North,,,,
2025-09-06 00:41:14,**Modern Family Home in Strathaven with Borehole – A Must-See!**,280000,Strathaven, Harare West,180,,3,
2025-09-06 00:41:14,"Mt Pleasant, near Arundel Village townhouse for sale",300000,Mount Pleasant, Harare North,207,,4,2
2025-09-06 00:41:14,Spacious 3-Bedroom Townhouse Complex with Borehole in Greendale,221000,Greendale, Harare East,178,,3,2
2025-09-06 00:41:14,Serene 4-Bedroom Garden Flat in Chisipite with Borehole!,425000,Chisipite, Harare North,300,,4,3
2025-09-06 00:41:14,Prime Residential Stand for Sale,280000,Umwinsidale, Harare North,,,,
2025-09-06 00:41:14,Elegant Residence - PRICE IMPROVEMENT!,580000,Marlborough, Harare West,1000,,5,6
2025-09-06 00:41:14,"1,6 Hectare Agro-Residential Plot for Sale in Glen Forest",200000,Glen Forest, Harare North,,,,
2025-09-06 00:41:14,"Reduced to sell!!!! Modern, newly built...",175000,Westgate, Harare West,300,,4,4
2025-09-06 00:41:16,Bridgewood Commercial /Industrial Land for Sale in Gweru - 2665 m²,67500,Gweru CBD, Gweru,,,,
2025-09-06 00:41:16,"Spacious 4-Bedroom Home with a Pool in Glen Lorne, Harare North",850000,Glen Lorne, Harare North,620,,4,3
2025-09-06 00:41:16,Riddle Ridge house for sale,70000,Rydale Ridge Park, Harare West,250,,4,2
2025-09-06 00:41:16,Double-Storey Property With Commercial Potential!,1500000,Mount Pleasant, Harare North,700,,6,6
2025-09-06 00:41:16,Gletwin House: Luxury Residential Property,340000,Gletwin Park, Harare North,,,6,
2025-09-06 00:41:16,Msasa commercial property for sale,650000,Msasa, Harare East,,,,
2025-09-06 00:41:16,"3-Bedroom House  For Sale In  Marlborough, Harare West",220000,Marlborough, Harare West,,,3,2
2025-09-06 00:41:16,Houses for sale,75000,Zimre Park, Harare East,280,,5,2
2025-09-06 00:41:16,“All You Would Ever Want and More”,895000,Mount Pleasant, Harare North,,,6,4
2025-09-06 00:41:16,Make your dreams come true!,210000,Waterfalls, Harare South,500,,5,3
2025-09-06 00:41:16,Spacious Family Home with Cottages for Sale.,165000,Waterfalls, Harare South,4047,,3,1
2025-09-06 00:41:16,Commercial Hub!,3500000,Bulawayo City Centre, Bulawayo CBD,,,,
2025-09-06 00:41:16,Complete Unit shops for sale!,74400,Harare City Centre, Harare CBD,9,,,
2025-09-06 00:41:16,"School stand right on the high way ,partnerships are welcome",1500000,Galloway, Norton,,,,
2025-09-06 00:41:16,Jetway Industrial Park is an exciting New Mixed Use Development.,170000,Airport, Harare South,,,,
2025-09-06 00:41:16,Smart Move,1000000,Ardbennie, Harare South,,,,
2025-09-06 00:41:16,Grab It And Go,35000,Ruwa,,,,,
2025-09-06 00:41:16,Lifetime Opportunity!,375000,Greendale North, Harare North,500,,4,2
2025-09-06 00:41:16,Prime CBD Commercial Property for Sale,420000,Harare City Centre, Harare CBD,230,,,
2025-09-06 00:41:16,Spitzkop Massive Land For Sale,2300000,Spitzkop, Harare West,,,,
2025-09-06 00:41:16,"Kariba: 21 acres of Prime Lakeshore Frontage, Ideal for Commercial Development.",1500000,Kariba,,350,,,
2025-09-06 00:41:16,"Quinnington Borrowdale , Luxury 4-Bed Double-Storey Cluster Homes",350000,Quinnington, Harare North,500,,4,1
2025-09-06 00:41:18,Spacious Double-House in Gunhill’s Secure Neighborhood,680000,Gunhill, Harare North,250,,6,5
2025-09-06 00:41:18,Commercial property for sale,600000,Southerton, Harare South,1500,,,
2025-09-06 00:41:18,Perfect family home,210000,Goodhope, Harare West,100,,5,3
2025-09-06 00:41:18,"Commercial Property for Sale in Belgravia, Harare North!",485000,Belgravia, Harare North,,,,
2025-09-06 00:41:18,"Charming 4-Bedroom House for Sale in Kuwadzana, Harare",50000,Kuwadzana, Harare High Density,160,,4,1
2025-09-06 00:41:18,Avenues 2 bed flat up for grabs!,55000,Harare City Centre, Harare CBD,150,,2,
2025-09-06 00:41:18,Greyston Park Stand For Sale,156000,Greystone Park, Harare North,,,,
2025-09-06 00:41:18,Great Opportunity!!!,650000,Glen Lorne, Harare North,1000,,8,3
2025-09-06 00:41:18,Monavale Beatiful Double Story,300000,Monavale, Harare West,320,,5,3
2025-09-06 00:41:18,Beautiful Complex,320000,Strathaven, Harare West,621,,5,3
2025-09-06 00:41:18,Prominent Southerton Property,3000000,Southerton, Harare South,5261,,,
2025-09-06 00:41:18,Well treed and serene land,1100000,Marlborough, Harare West,,,,
2025-09-06 00:41:18,**Prime 450 m² Stands in Arcadia: Your Future Awaits!**,35000,Arcadia, Harare South,,,,
2025-09-06 00:41:18,Stylishly-Polished home!!!,295000,Greendale North, Harare North,400,,3,2
2025-09-06 00:41:18,"Finish to your taste,3-Bed, 2-Bath Townhouse Complex in Bluff Hill, Harare West",84000,Bluff Hill, Harare West,150,,3,2
2025-09-06 00:41:18,**Prime 2500 m² Stand for Sale in Exclusive Borrowdale**,125000,Borrowdale, Harare North,,,,
2025-09-06 00:41:18,Milton Park - $675000,675000,Milton Park, Harare West,,,6,3
2025-09-06 00:41:18,Spacious 4-Bedroom Family Home in Eastlea with Borehole and Cottage!,350000,Eastlea, Harare East,250,,4,2
2025-09-06 00:41:18,"9500m² Residential Land with a 4 bed house For Sale in Hogerty Hill, Borrowdale",550000,Hogerty Hill, Harare North,,,,
2025-09-06 00:41:18,"Glen Lorne. $870K. 8,200sqm. Infinite Possibility",870000,Glen Lorne, Harare North,6000,,7,
2025-09-06 00:41:18,Nyabira low density Paarl luna estate stands for sale,30000,Nyabira,,,,,
2025-09-06 00:41:18,Newly Built Shop,19000,Mvurwi,,150,,,
2025-09-06 00:41:21,Luxury Cluster Unit,230000,Greendale, Harare East,180,,3,2
2025-09-06 00:41:21,Ready To Move-In,280000,The Grange, Harare North,230,,3,3
2025-09-06 00:41:21,Spacious Apartment for Sale – Prime Location in Harare!,295000,Newlands, Harare North,225,,3,2
2025-09-06 00:41:21,Greendale North House for Sale Facing Eastern Road (Harare Drive),350000,Greendale North, Harare North,250,,5,3
2025-09-06 00:41:21,"3 Bedroom House for Sale in Kumalo, Bulawayo East",220000,Kumalo, Bulawayo East,255,,3,
